Employee ID,Gender,Ethnicity,Age Group,Job Grade,Employment Type,Anual Salary,Year
907,Female,White,30-39,2,Full-Time,"$49,966.53",2024
908,Male,Hispanic,50-59,3,Part-Time,"$109,642.08",2023
909,Female,Asian,40-49,7,Casual,"$90,536.95",2024
910,Female,Hispanic,40-49,5,Casual,"$53,508.67",2023
911,Female,Black,20-29,5,Part-Time,"$51,972.65",2022
912,Female,Hispanic,50-59,11,Full-Time,"$32,057.57",2022
913,Male,Asian,40-49,9,Part-Time,"$7,934.31",2022
914,Female,Hispanic,30-39,12,Part-Time,"$6,425.30",2022
915,Female,Asian,30-39,9,Part-Time,"$11,856.18",2023
916,Male,Black,40-49,11,Full-Time,"$84,320.86",2024
917,Male,Asian,50-59,6,Part-Time,"$80,690.07",2022
918,Female,African,40-49,2,Part-Time,"$30,857.11",2024
919,Female,Asian,40-49,10,Full-Time,"$60,206.39",2022
920,Male,Black,20-29,8,Casual,"$110,953.12",2023
921,Female,African,20-29,6,Part-Time,"$117,431.72",2023
922,Female,African,20-29,7,Full-Time,"$57,921.88",2024
923,Female,Hispanic,50-59,9,Part-Time,"$9,457.09",2022
924,Female,White,30-39,8,Part-Time,"$5,811.09",2023
925,Female,Hispanic,20-29,12,Casual,"$119,017.90",2023
926,Male,Hispanic,50-59,7,Part-Time,"$111,446.93",2023
927,Female,Black,30-39,8,Casual,"$34,444.50",2022
928,Male,Hispanic,30-39,8,Full-Time,"$104,516.46",2023
929,Male,White,30-39,2,Full-Time,"$61,150.00",2023
930,Female,Black,50-59,12,Full-Time,"$55,578.41",2024
931,Female,Hispanic,20-29,6,Casual,"$36,361.56",2022
932,Female,Asian,30-39,10,Casual,"$111,650.48",2022
933,Female,African,20-29,5,Part-Time,"$45,182.24",2022
934,Female,Hispanic,20-29,12,Full-Time,"$48,382.01",2022
935,Female,White,40-49,2,Full-Time,"$11,180.40",2024
936,Male,Black,30-39,11,Full-Time,"$67,070.16",2022
937,Male,African,40-49,1,Full-Time,"$48,531.59",2024
938,Female,Black,40-49,10,Part-Time,"$56,941.45",2022
939,Female,Asian,40-49,2,Part-Time,"$80,003.85",2023
940,Male,African,20-29,3,Casual,"$96,096.38",2023
941,Female,White,50-59,9,Casual,"$4,266.42",2022
942,Male,Black,20-29,3,Full-Time,"$80,262.26",2022
943,Female,White,30-39,9,Casual,"$32,265.37",2022
944,Female,White,40-49,9,Part-Time,"$20,496.27",2023
945,Male,Asian,50-59,10,Full-Time,"$82,806.50",2023
946,Male,Asian,30-39,9,Casual,"$6,802.39",2022
947,Male,African,30-39,2,Part-Time,"$17,076.74",2024
948,Male,Black,30-39,7,Part-Time,"$75,811.82",2024
949,Female,Hispanic,40-49,1,Full-Time,"$65,547.02",2022
950,Female,Black,40-49,11,Part-Time,"$102,327.82",2024
951,Male,Asian,40-49,6,Full-Time,"$77,330.89",2024
952,Male,Hispanic,30-39,8,Part-Time,"$5,805.56",2023
953,Female,African,40-49,2,Casual,"$91,441.39",2022
954,Female,Black,20-29,6,Casual,"$17,401.06",2023
955,Male,White,30-39,5,Part-Time,"$95,590.63",2022
956,Male,Hispanic,40-49,2,Casual,"$90,044.20",2022
957,Male,Black,50-59,6,Full-Time,"$72,746.13",2023
958,Male,Asian,50-59,8,Full-Time,"$70,699.37",2024
959,Male,Black,40-49,6,Part-Time,"$62,649.33",2024
960,Female,African,30-39,4,Part-Time,"$105,535.21",2024
961,Female,Hispanic,40-49,1,Part-Time,"$88,046.25",2023
962,Female,African,20-29,2,Part-Time,"$112,321.88",2024
963,Female,Hispanic,20-29,9,Casual,"$37,691.94",2022
964,Female,Hispanic,40-49,11,Casual,"$25,221.04",2022
965,Female,African,40-49,10,Part-Time,"$46,493.86",2023
966,Male,Black,40-49,4,Casual,"$97,088.23",2024
967,Male,Black,50-59,1,Part-Time,"$80,694.33",2022
968,Male,White,40-49,7,Part-Time,"$59,231.58",2022
969,Female,Black,20-29,8,Full-Time,"$55,827.68",2024
970,Female,White,20-29,8,Part-Time,"$59,819.63",2022
971,Male,African,20-29,5,Casual,"$70,982.59",2022
972,Female,Hispanic,30-39,4,Full-Time,"$66,501.69",2024
973,Male,Hispanic,20-29,8,Part-Time,"$24,425.03",2023
974,Male,African,40-49,2,Part-Time,"$94,758.43",2024
975,Female,Black,30-39,10,Casual,"$64,986.26",2023
976,Male,Asian,20-29,4,Casual,"$68,622.06",2024
977,Female,Black,30-39,11,Casual,"$85,988.46",2022
978,Male,Black,50-59,11,Full-Time,"$50,763.35",2022
979,Male,Asian,50-59,11,Part-Time,"$90,976.55",2024
980,Male,Hispanic,20-29,3,Casual,"$29,675.07",2022
981,Male,Black,50-59,6,Casual,"$50,316.96",2024
982,Male,Black,40-49,4,Casual,"$106,368.45",2024
983,Male,African,20-29,8,Part-Time,"$5,051.87",2024
984,Female,Hispanic,20-29,4,Full-Time,"$3,434.19",2022
985,Male,Hispanic,20-29,11,Part-Time,"$51,928.26",2023
986,Male,African,30-39,1,Part-Time,"$73,464.92",2022
987,Female,Hispanic,20-29,11,Casual,"$19,559.62",2023
988,Female,African,30-39,5,Full-Time,"$19,980.66",2022
989,Male,Black,20-29,6,Full-Time,"$31,313.93",2024
990,Male,African,40-49,1,Part-Time,"$113,525.57",2023
991,Male,African,40-49,1,Full-Time,"$91,095.20",2023
992,Female,White,30-39,7,Casual,"$46,708.94",2024
993,Male,Hispanic,20-29,4,Casual,"$34,146.67",2023
994,Female,Hispanic,50-59,6,Casual,"$40,356.24",2022
995,Male,Hispanic,40-49,4,Casual,"$96,591.86",2024
996,Male,White,20-29,3,Casual,"$86,322.68",2022
997,Female,White,50-59,9,Casual,"$51,429.38",2023
998,Male,Asian,30-39,10,Casual,"$45,463.96",2022
999,Female,Hispanic,20-29,1,Full-Time,"$31,290.88",2023
1000,Male,African,40-49,12,Full-Time,"$59,417.83",2024
